Subject,Number,Name,Special Title,CRN,Credit,Type,Session,Time,Day,Location,Instructor
ECE,444,IC Device Theory & Fabrication,,36811,,Discussion/ Recitation,AD2,10:00AM - 10:50AM,MWF,1015 Electrical & Computer Eng Bldg,"Lyding, J"
ECE,445,Senior Design Project Lab,,29951,,Laboratory,H,04:00PM - 05:50PM,T,3002 Electrical & Computer Eng Bldg,"Fliflet, A
He, W
Jiang, J
Smith, C"
ECE,446,Principles of Experimental Research in Electrical Engineering,,66840,,Laboratory,AB1,12:00PM - 02:50PM,F,3077 Electrical & Computer Eng Bldg,
ECE,446,Principles of Experimental Research in Electrical Engineering,,66841,,Laboratory,AB2,03:00PM - 05:50PM,F,3077 Electrical & Computer Eng Bldg,
ECE,446,Principles of Experimental Research in Electrical Engineering,,66837,,Lecture,AL,11:00AM - 11:50AM,MWF,4070 Electrical & Computer Eng Bldg,"Goddard, L"
ECE,447,Active Microwave Ckt Design,,66378,,Laboratory,ABA,01:00PM - 03:50PM,W,5076 Electrical & Computer Eng Bldg,
ECE,447,Active Microwave Ckt Design,,66379,,Laboratory,ABB,06:00PM - 08:50PM,W,5076 Electrical & Computer Eng Bldg,
ECE,447,Active Microwave Ckt Design,,66954,,Laboratory,ABD,09:00AM - 11:50AM,W,5076 Electrical & Computer Eng Bldg,
ECE,447,Active Microwave Ckt Design,,66955,,Laboratory,ABE,01:00PM - 03:50PM,R,5076 Electrical & Computer Eng Bldg,
ECE,447,Active Microwave Ckt Design,,66377,,Lecture,AL,04:00PM - 05:15PM,M,4070 Electrical & Computer Eng Bldg,"Chen, X"
ECE,448,Artificial Intelligence,,67006,3,Lecture-Discussion,R3,09:00AM - 09:50AM,MWF,1002 Electrical & Computer Eng Bldg,"Fleck, M"
ECE,448,Artificial Intelligence,,67010,4,Lecture-Discussion,R4,09:00AM - 09:50AM,MWF,1002 Electrical & Computer Eng Bldg,"Fleck, M"
ECE,452,Electromagnetic Fields,,29954,,Discussion/ Recitation,N,12:30PM - 01:50PM,TR,3015 Electrical & Computer Eng Bldg,"Vlasov, Y"
ECE,453,Wireless Communication Systems,,39244,,Laboratory,AB1,09:00AM - 11:50AM,T,5080 Electrical & Computer Eng Bldg,
ECE,453,Wireless Communication Systems,,39245,,Laboratory,AB2,02:00PM - 04:50PM,T,5080 Electrical & Computer Eng Bldg,
ECE,453,Wireless Communication Systems,,39246,,Laboratory,AB3,10:00AM - 12:50PM,R,5080 Electrical & Computer Eng Bldg,
ECE,453,Wireless Communication Systems,,39243,,Lecture,AL1,09:00AM - 09:50AM,MWF,3013 Electrical & Computer Eng Bldg,"Schutt-Aine, J"
ECE,459,Communications Systems,,29959,,Lecture-Discussion,R,09:30AM - 10:50AM,TR,3081 Electrical & Computer Eng Bldg,"Alvarez, J"
ECE,463,Digital Communications Lab,,71120,,Laboratory,AB1,09:00AM - 11:50AM,W,5080 Electrical & Computer Eng Bldg,
ECE,463,Digital Communications Lab,,70232,,Laboratory,AB2,01:00PM - 03:50PM,R,5080 Electrical & Computer Eng Bldg,
ECE,463,Digital Communications Lab,,71124,,Laboratory,AB3,01:00PM - 03:50PM,M,5080 Electrical & Computer Eng Bldg,
ECE,463,Digital Communications Lab,,70233,,Laboratory,AB4,01:00PM - 03:50PM,F,5080 Electrical & Computer Eng Bldg,
ECE,463,Digital Communications Lab,,70234,,Lecture,AL,02:00PM - 02:50PM,W,2013 Electrical & Computer Eng Bldg,"Moon, T"
ECE,464,Power Electronics,,29963,,Discussion/ Recitation,B,08:30AM - 09:50AM,MW,2017 Electrical & Computer Eng Bldg,"Banerjee, A"
ECE,465,Optical Communications Systems,,45178,,Lecture,A,09:30AM - 10:50AM,TR,3020 Electrical & Computer Eng Bldg,"Dragic, P"
ECE,466,Optical Communications Lab,,45389,,Laboratory,AB1,08:00AM - 10:50AM,W,5074 Electrical & Computer Eng Bldg,"Dragic, P"
ECE,466,Optical Communications Lab,,61451,,Laboratory,AB2,01:00PM - 03:50PM,W,5074 Electrical & Computer Eng Bldg,"Dragic, P"
ECE,469,Power Electronics Laboratory,,61862,,Laboratory,AB2,03:00PM - 05:50PM,W,4024 Electrical & Computer Eng Bldg,
ECE,469,Power Electronics Laboratory,,54565,,Laboratory,AB3,12:00PM - 02:50PM,R,4024 Electrical & Computer Eng Bldg,
ECE,469,Power Electronics Laboratory,,31891,,Laboratory,AB4,03:00PM - 05:50PM,R,4024 Electrical & Computer Eng Bldg,
ECE,469,Power Electronics Laboratory,,31893,,Lecture,AL1,11:00AM - 11:50AM,T,3081 Electrical & Computer Eng Bldg,"Banerjee, A"
ECE,470,Introduction to Robotics,,36913,,Laboratory,AB1,09:00AM - 10:50AM,T,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,36943,,Laboratory,AB2,09:00AM - 10:50AM,R,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,41536,,Laboratory,AB3,03:00PM - 04:50PM,T,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,59290,,Laboratory,AB4,03:00PM - 04:50PM,R,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,63483,,Laboratory,AB5,02:00PM - 03:50PM,W,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,69204,,Laboratory,AB6,09:00AM - 10:50AM,W,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,70610,,Laboratory,AB7,09:00AM - 10:50AM,M,3071 Electrical & Computer Eng Bldg,
ECE,470,Introduction to Robotics,,36956,,Lecture,AL1,12:30PM - 01:50PM,TR,1015 Electrical & Computer Eng Bldg,"Driggs-Campbell, K"
ECE,473,Fund of Engrg Acoustics,,36985,,Discussion/ Recitation,G4,10:00AM - 10:50AM,MWF,3015 Electrical & Computer Eng Bldg,"Oelze, M"
ECE,473,Fund of Engrg Acoustics,,36973,3,Discussion/ Recitation,U3,10:00AM - 10:50AM,MWF,3015 Electrical & Computer Eng Bldg,"Oelze, M"
ECE,476,Power System Analysis,,29964,,Discussion/ Recitation,R,09:30AM - 10:50AM,TR,1013 Electrical & Computer Eng Bldg,"Dominguez-Garcia, A"
ECE,482,Digital IC Design,,29966,,Discussion/ Recitation,G,03:00PM - 03:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Rosenbaum, E"
ECE,486,Control Systems,,31775,,Laboratory,AB1,02:00PM - 04:50PM,R,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,31777,,Laboratory,AB2,09:00AM - 11:50AM,T,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,31778,,Laboratory,AB3,02:00PM - 04:50PM,T,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,61864,,Laboratory,AB4,09:00AM - 11:50AM,R,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,66456,,Laboratory,AB5,09:00AM - 11:50AM,W,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,69131,,Laboratory,AB6,02:00PM - 04:50PM,W,3077 Electrical & Computer Eng Bldg,
ECE,486,Control Systems,,31772,,Discussion/ Recitation,AD1,12:30PM - 01:50PM,TR,3017 Electrical & Computer Eng Bldg,"Liberzon, D"
ECE,487,Intro Quantum Electr for EEs,,29968,,Discussion/ Recitation,C,09:30AM - 10:50AM,TR,4070 Electrical & Computer Eng Bldg,"Fang, K"
ECE,488,Compound Semicond & Devices,,66375,,Lecture,C,11:00AM - 11:50AM,MWF,3013 Electrical & Computer Eng Bldg,"Dallesasse, J"
ECE,491,Numerical Analysis,,36027,3,Lecture-Discussion,BL1,03:30PM - 04:45PM,MW,1320 Digital Computer Laboratory,"Olson, L"
ECE,491,Numerical Analysis,,36036,4,Lecture-Discussion,BL2,03:30PM - 04:45PM,MW,1320 Digital Computer Laboratory,"Olson, L"
ECE,491,Numerical Analysis,,72460,4,Online,DSO,ARRANGED,,,"Shaffer, E"
ECE,492,Parallel Progrmg: Sci & Engrg,,53689,3,Lecture-Discussion,D3,11:00AM - 12:15PM,WF,0216 Siebel Center for Comp Sci,"Padua, D"
ECE,492,Parallel Progrmg: Sci & Engrg,,53690,4,Lecture-Discussion,D4,11:00AM - 12:15PM,WF,0216 Siebel Center for Comp Sci,"Padua, D"
ECE,493,Advanced Engineering Math,,68402,3,Lecture-Discussion,B13,10:00AM - 10:50AM,MWF,445 Altgeld Hall,"Allen, J"
ECE,493,Advanced Engineering Math,,69830,4,Lecture-Discussion,B14,10:00AM - 10:50AM,MWF,445 Altgeld Hall,"Allen, J"
ECE,496,Senior Research Project,,58246,,Independent Study,,ARRANGED,,,
ECE,498,Special Topics in ECE,Applied Cryptography,70806,3,Lecture,AC3,11:00AM - 12:20PM,TR,2013 Electrical & Computer Eng Bldg,"Miller, A"
ECE,498,Special Topics in ECE,Applied Cryptography,70807,4,Lecture,AC4,11:00AM - 11:20AM,TR,,"Miller, A"
ECE,498,Special Topics in ECE,Quantum Info Processing Theory,72067,3,Lecture,EC3,03:00PM - 04:20PM,TR,3020 Electrical & Computer Eng Bldg,"Chitambar, E"
ECE,498,Special Topics in ECE,Quantum Info Processing Theory,72068,4,Lecture,EC4,03:00PM - 04:20PM,TR,3020 Electrical & Computer Eng Bldg,"Chitambar, E"
ECE,498,Special Topics in ECE,Quantum Info Processing Theory,72069,4,Lecture,ECG,03:00PM - 04:20PM,TR,3020 Electrical & Computer Eng Bldg,"Chitambar, E"
ECE,498,Special Topics in ECE,Deep Learning in Hardware,72070,3,Lecture,NSU,11:00AM - 12:20PM,TR,4070 Electrical & Computer Eng Bldg,"Shanbhag, N"
ECE,499,Senior Thesis,,10018,,Independent Study,,ARRANGED,,,
ECE,500,ECE Colloquium,,29981,,Lecture,U,04:00PM - 04:50PM,R,1002 Electrical & Computer Eng Bldg,"Veeravalli, V"
ECE,500,ECE Colloquium,,41517,,Lecture,U2,04:00PM - 04:50PM,R,1002 Electrical & Computer Eng Bldg,"Veeravalli, V"
ECE,515,Control System Theory & Design,,29983,,Discussion/ Recitation,N,02:00PM - 03:20PM,TR,3017 Electrical & Computer Eng Bldg,"Dong, R"
ECE,517,Nonlinear & Adaptive Control,,30430,4,Discussion/ Recitation,P,04:00PM - 05:20PM,MW,2013 Electrical & Computer Eng Bldg,"Liberzon, D"
ECE,518,Adv Semiconductor Nanotech,,69474,,Lecture,A,10:00AM - 11:20AM,MW,3020 Electrical & Computer Eng Bldg,"Li, X"
ECE,524,Advanced Computer Security,,54598,,Lecture,C,09:30AM - 10:45AM,MW,1109 Siebel Center for Comp Sci,"Bates, A"
ECE,530,Large-Scale System Analysis,,50992,4,Lecture,A,10:00AM - 11:20AM,MW,2013 Electrical & Computer Eng Bldg,"Bose, S"
ECE,534,Random Processes,,29989,,Discussion/ Recitation,C,11:00AM - 12:20PM,TR,2017 Electrical & Computer Eng Bldg,"Shomorony, I"
ECE,535,Theory of Semicond & Devices,,37127,,Discussion/ Recitation,E,01:00PM - 01:50PM,MWF,2013 Electrical & Computer Eng Bldg,"Leburton, J"
ECE,540,Computational Electromagnetics,,39251,4,Lecture-Discussion,R,12:30PM - 01:50PM,TR,2013 Electrical & Computer Eng Bldg,"Jin, J"
ECE,542,Fault-Tolerant Dig Syst Design,,49836,4,Lecture-Discussion,C,09:30AM - 10:45AM,TR,3013 Electrical & Computer Eng Bldg,"Kalbarczyk, Z"
ECE,544,Topics in Signal Processing,Pattern Recognition,49835,4,Lecture,NA,11:00AM - 12:20PM,TR,3017 Electrical & Computer Eng Bldg,"Schwing, A"
ECE,551,Digital Signal Processing II,,37133,,Discussion/ Recitation,F,12:30PM - 01:50PM,TR,2017 Electrical & Computer Eng Bldg,"Dokmanic, I"
ECE,562,Advanced Digital Communication,,52327,,Lecture,A,03:30PM - 04:50PM,TR,3013 Electrical & Computer Eng Bldg,"Veeravalli, V"
ECE,563,Information Theory,,37140,,Discussion/ Recitation,A,12:30PM - 01:50PM,TR,2015 Electrical & Computer Eng Bldg,"Milenkovic, O"
ECE,564,Modern Light Microscopy,,66458,4,Lecture,G,11:00AM - 12:20PM,TR,3020 Electrical & Computer Eng Bldg,"Popescu, G"
ECE,566,Computational Inference and Learning,,68111,4,Lecture,G,02:00PM - 03:20PM,TR,3081 Electrical & Computer Eng Bldg,"Moulin, P"
ECE,574,Nanophotonics,,59664,4,Lecture,B,12:00PM - 12:50PM,MWF,2013 Electrical & Computer Eng Bldg,"Choquette, K"
ECE,584,Embedded System Verification,,59726,,Lecture,B,12:30PM - 01:50PM,TR,3081 Electrical & Computer Eng Bldg,"Mitra, S"
ECE,590,Grad Sem in Special Topics,"ANT, EM Optics & Remote Sen",36950,,Lecture,B,04:00PM - 05:20PM,T,3017 Electrical & Computer Eng Bldg,"Schutt-Aine, J"
ECE,590,Grad Sem in Special Topics,Gaseous Electronics,36955,,Lecture,H,ARRANGED,,,"Eden, J"
ECE,590,Grad Sem in Special Topics,Power Systems,36953,,Lecture,I,03:00PM - 03:50PM,M,4070 Electrical & Computer Eng Bldg,"Gross, G"
ECE,590,Grad Sem in Special Topics,Space Science & Remote Sensing,70677,,Lecture,RSS,04:00PM - 04:50PM,W,4070 Electrical & Computer Eng Bldg,"Ilie, R"
ECE,590,Grad Sem in Special Topics,"Signals, Inferences & Networks",36957,,Lecture,SIN,04:00PM - 04:50PM,M,3081 Electrical & Computer Eng Bldg,"Do, M"
ECE,590,Grad Sem in Special Topics,Speech,71131,,Lecture,SIP,11:00AM - 11:50AM,M,2169 Beckman Institute,"Hasegawa-Johnson, M"
ECE,590,Grad Sem in Special Topics,Teaching and Leadership,72440,1,Lecture-Discussion,TL,11:00AM - 11:50AM,F,1404 Siebel Center for Comp Sci,"Beckman, A
Chen, Y
Johnson, B"
ECE,596,Master's Project,,10020,,Independent Study,,ARRANGED,,,
ECE,597,Individual Study in ECE,,10023,,Independent Study,,ARRANGED,,,
ECE,598,Special Topics in ECE,Adv Memory & Storage Systems,72498,4,Lecture,MS,02:00PM - 03:20PM,TR,,"Huang, J"
ECE,598,Special Topics in ECE,Deep Learning in Hardware,72381,4,Lecture,NSG,11:00AM - 12:20PM,TR,4070 Electrical & Computer Eng Bldg,"Shanbhag, N"
ECE,598,Special Topics in ECE,High-Speed/Progrmable Networks,72474,4,Laboratory,RM,ARRANGED,,,"Mittal, R"
ECE,598,Special Topics in ECE,Learning-Based Robotics,72446,4,Lecture,SG,02:00PM - 03:20PM,TR,2015 Electrical & Computer Eng Bldg,"Gupta, S"
ECE,598,Special Topics in ECE,2D Material Electr & Photonics,70563,4,Lecture-Discussion,WZ,09:30AM - 10:50AM,TR,3015 Electrical & Computer Eng Bldg,"Zhu, W"
ECE,598,Special Topics in ECE,High Dimensional Geometric Dat,72081,4,Lecture,ZZ,02:00PM - 03:20PM,TR,2013 Electrical & Computer Eng Bldg,"Zhao, Z"
ECE,599,Thesis Research,,10025,,Independent Study,,ARRANGED,,,
ECE,599,Thesis Research,,72241,,Independent Study,XC,ARRANGED,,,"Chen, X"
