Subject,Number,Name,Special Title,CRN,Credit,Type,Session,Time,Day,Location,Instructor
ECE,205,Electrical and Electronic Circuits,,68307,,Laboratory,AB6,10:00AM - 11:50AM,W,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68308,,Laboratory,AB7,03:00PM - 04:50PM,W,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68309,,Laboratory,AB8,05:00PM - 06:50PM,W,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68310,,Laboratory,AB9,08:00AM - 09:50AM,R,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68311,,Laboratory,ABA,05:00PM - 06:50PM,R,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68312,,Laboratory,ABB,10:00AM - 11:50AM,F,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,68313,,Laboratory,ABC,03:00PM - 04:50PM,F,4074 Electrical & Computer Eng Bldg,
ECE,205,Electrical and Electronic Circuits,,60609,,Lecture,AL,12:00PM - 12:50PM,MWF,1002 Electrical & Computer Eng Bldg,"Cheng, Z
Radhakrishnan, C"
ECE,206,Electrical and Electronic Circuits Lab,,36694,,Laboratory,F1,12:00PM - 01:50PM,M,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,206,Electrical and Electronic Circuits Lab,,36831,,Laboratory,F2,08:00AM - 09:50AM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,206,Electrical and Electronic Circuits Lab,,36830,,Laboratory,F3,12:00PM - 01:50PM,W,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,206,Electrical and Electronic Circuits Lab,,36828,,Laboratory,F4,08:00AM - 09:50AM,F,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,206,Electrical and Electronic Circuits Lab,,36827,,Laboratory,F5,12:00PM - 01:50PM,F,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,210,Analog Signal Processing,,36863,,Laboratory,AB1,10:00AM - 11:50AM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36891,,Laboratory,AB2,10:00AM - 11:50AM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36867,,Laboratory,AB3,12:00PM - 01:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36874,,Laboratory,AB4,12:00PM - 01:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36875,,Laboratory,AB5,02:00PM - 03:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36881,,Laboratory,AB6,02:00PM - 03:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36878,,Laboratory,AB7,04:00PM - 05:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36888,,Laboratory,AB8,04:00PM - 05:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36883,,Laboratory,AB9,06:00PM - 07:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36709,,Laboratory,ABA,06:00PM - 07:50PM,W,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36717,,Laboratory,ABB,06:00PM - 07:50PM,W,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,56612,,Laboratory,ABC,06:00PM - 07:50PM,M,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,56959,,Laboratory,ABD,06:00PM - 07:50PM,R,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,60837,,Laboratory,ABE,06:00PM - 07:50PM,T,4072 Electrical & Computer Eng Bldg,
ECE,210,Analog Signal Processing,,36696,,Lecture,AL1,03:00PM - 03:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Jiang, J"
ECE,210,Analog Signal Processing,,36702,,Lecture,AL2,11:00AM - 11:50AM,MTWF,1013 Electrical & Computer Eng Bldg,"Alvarez, J"
ECE,210,Analog Signal Processing,,36706,,Lecture,AL3,12:00PM - 12:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Song, P"
ECE,210,Analog Signal Processing,,57718,,Lecture,AL4,02:00PM - 02:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Waldrop, L"
ECE,211,Analog Circuits & Systems,,31722,,Lecture,B,03:00PM - 03:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Jiang, J"
ECE,211,Analog Circuits & Systems,,31723,,Lecture,C,11:00AM - 11:50AM,MTWF,1013 Electrical & Computer Eng Bldg,"Alvarez, J"
ECE,211,Analog Circuits & Systems,,31725,,Lecture,E,12:00PM - 12:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Song, P"
ECE,211,Analog Circuits & Systems,,57719,2,Lecture,F,02:00PM - 02:50PM,MTWF,1013 Electrical & Computer Eng Bldg,"Waldrop, L"
ECE,220,Computer Systems & Programming,,64601,,Discussion/ Recitation,BD1,08:00AM - 08:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64602,,Discussion/ Recitation,BD2,09:00AM - 09:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64603,,Discussion/ Recitation,BD3,10:00AM - 10:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64604,,Discussion/ Recitation,BD4,11:00AM - 11:50AM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64605,,Discussion/ Recitation,BD5,12:00PM - 12:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64606,,Discussion/ Recitation,BD6,01:00PM - 01:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64607,,Discussion/ Recitation,BD7,02:00PM - 02:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64608,,Discussion/ Recitation,BD8,03:00PM - 03:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64610,,Discussion/ Recitation,BD9,04:00PM - 04:50PM,F,2022 Electrical & Computer Eng Bldg,
ECE,220,Computer Systems & Programming,,64600,,Lecture,BL1,12:30PM - 01:50PM,TR,1002 Electrical & Computer Eng Bldg,"Chen, Y"
ECE,220,Computer Systems & Programming,,66373,,Lecture,BL2,11:00AM - 12:20PM,TR,1015 Electrical & Computer Eng Bldg,"Bhowmik, U"
ECE,220,Computer Systems & Programming,,66374,,Lecture,BL3,09:30AM - 10:50AM,TR,3017 Electrical & Computer Eng Bldg,"Patel, S"
ECE,220,Computer Systems & Programming,,66529,,Lecture,BL4,03:30PM - 04:50PM,TR,1015 Electrical & Computer Eng Bldg,"Moon, T"
ECE,220,Computer Systems & Programming,,69593,,Lecture,ZJ1,08:00AM - 09:15AM,TR,ARR Zhejiang University,
ECE,220,Computer Systems & Programming,,71286,,Lecture,ZJ2,10:00AM - 11:15AM,TR,ARR Zhejiang University,
ECE,297,Individual Study,,52241,1,Independent Study,,ARRANGED,,,
ECE,298,Special Topics,,72439,1,Lecture,ABS,03:00PM - 03:50PM,F,4070 Electrical & Computer Eng Bldg,"Banerjee, A"
ECE,304,Photonic Devices,,59854,3,Lecture,C,10:00AM - 10:50AM,MWF,3081 Electrical & Computer Eng Bldg,"Choquette, K"
ECE,310,Digital Signal Processing,,70543,3,Lecture,CCS,12:00PM - 12:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Yarkony, E"
ECE,310,Digital Signal Processing,,58210,3,Lecture,E,03:00PM - 03:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Katselis, D"
ECE,310,Digital Signal Processing,,58213,3,Lecture,G,10:00AM - 10:50AM,MWF,3017 Electrical & Computer Eng Bldg,"Bresler, Y"
ECE,311,Digital Signal Processing Lab,,58591,1,Laboratory,A,08:00AM - 10:50AM,T,2022 Electrical & Computer Eng Bldg,"Bresler, Y
Katselis, D"
ECE,311,Digital Signal Processing Lab,,58592,1,Laboratory,B,11:00AM - 01:50PM,T,2022 Electrical & Computer Eng Bldg,"Bresler, Y
Katselis, D"
ECE,311,Digital Signal Processing Lab,,58593,1,Laboratory,C,05:00PM - 07:50PM,T,2022 Electrical & Computer Eng Bldg,"Bresler, Y
Katselis, D"
ECE,311,Digital Signal Processing Lab,,70544,1,Laboratory,CCS,02:00PM - 04:50PM,T,2022 Electrical & Computer Eng Bldg,"Bresler, Y
Katselis, D"
ECE,311,Digital Signal Processing Lab,,70431,1,Laboratory,CSP,02:00PM - 04:50PM,T,,
ECE,313,Probability with Engrg Applic,,64886,3,Discussion/ Recitation,A,09:00AM - 09:50AM,MWF,3081 Electrical & Computer Eng Bldg,"Hajek, B"
ECE,313,Probability with Engrg Applic,,49976,3,Discussion/ Recitation,C,11:00AM - 11:50AM,MWF,3017 Electrical & Computer Eng Bldg,"Ochoa-Alvarez, I"
ECE,313,Probability with Engrg Applic,,70434,3,Discussion/ Recitation,CSP,09:00AM - 09:50AM,MWF,,"Hajek, B"
ECE,313,Probability with Engrg Applic,,52208,3,Discussion/ Recitation,D,01:00PM - 01:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Katselis, D"
ECE,313,Probability with Engrg Applic,,61390,3,Discussion/ Recitation,E,02:00PM - 02:50PM,MWF,3017 Electrical & Computer Eng Bldg,"Do, M"
ECE,314,Probability in Engineering Lab,,66503,,Laboratory,A,09:00AM - 10:50AM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE,314,Probability in Engineering Lab,,66505,,Laboratory,B,11:00AM - 12:50PM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE,314,Probability in Engineering Lab,,68868,,Laboratory,C,01:00PM - 02:50PM,R,2022 Electrical & Computer Eng Bldg,"Hajek, B"
ECE,316,Ethics and Engineering,,36862,,Lecture-Discussion,E1,11:00AM - 12:20PM,TR,329 Gregory Hall,"Hillmer, P"
ECE,316,Ethics and Engineering,,36869,,Lecture-Discussion,E2,02:00PM - 03:20PM,TR,329 Gregory Hall,"Hillmer, P"
ECE,329,Fields and Waves I,,31727,,Discussion/ Recitation,C,11:00AM - 11:50AM,MWF,2017 Electrical & Computer Eng Bldg,"Lee, M"
ECE,329,Fields and Waves I,,31729,,Discussion/ Recitation,E,01:00PM - 01:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Ilie, R"
ECE,329,Fields and Waves I,,31732,,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Zhao, Y"
ECE,330,Power Ckts & Electromechanics,,58237,3,Discussion/ Recitation,C,10:00AM - 10:50AM,MWF,2017 Electrical & Computer Eng Bldg,"Schuh, J"
ECE,330,Power Ckts & Electromechanics,,58238,3,Discussion/ Recitation,N,02:00PM - 02:50PM,MWF,2017 Electrical & Computer Eng Bldg,"Zhang, R"
ECE,333,Green Electric Energy,,54415,3,Lecture,A,09:30AM - 10:50AM,TR,2017 Electrical & Computer Eng Bldg,"Gross, G"
ECE,340,Semiconductor Electronics,,59020,3,Discussion/ Recitation,A,12:00PM - 12:50PM,MWF,2015 Electrical & Computer Eng Bldg,"Kim, K"
ECE,340,Semiconductor Electronics,,58224,3,Discussion/ Recitation,B,10:00AM - 10:50AM,MWF,2015 Electrical & Computer Eng Bldg,"Bayram, C"
ECE,340,Semiconductor Electronics,,58225,3,Discussion/ Recitation,D,11:00AM - 11:50AM,MWF,2015 Electrical & Computer Eng Bldg,"Leburton, J"
ECE,342,Electronic Circuits,,58228,3,Lecture,D,11:00AM - 11:50AM,MWF,1015 Electrical & Computer Eng Bldg,"Zhou, J"
ECE,342,Electronic Circuits,,62848,3,Lecture,F,01:00PM - 01:50PM,MWF,1015 Electrical & Computer Eng Bldg,"Chen, X"
ECE,343,Electronic Circuits Laboratory,,58230,1,Laboratory,N,11:00AM - 01:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,343,Electronic Circuits Laboratory,,58231,1,Laboratory,O,02:00PM - 04:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,343,Electronic Circuits Laboratory,,58233,1,Laboratory,Q,05:00PM - 07:50PM,T,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,343,Electronic Circuits Laboratory,,61458,1,Laboratory,R,11:00AM - 01:50PM,R,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,343,Electronic Circuits Laboratory,,61459,1,Laboratory,S,02:00PM - 04:50PM,R,4074 Electrical & Computer Eng Bldg,"Radhakrishnan, C"
ECE,350,Fields and Waves II,,58235,3,Discussion/ Recitation,X,12:00PM - 12:50PM,MWF,1015 Electrical & Computer Eng Bldg,"Kudeki, E"
ECE,365,Data Science and Engineering,,72114,,Laboratory,BB1,04:00PM - 04:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE,365,Data Science and Engineering,,72115,,Laboratory,BB2,05:00PM - 05:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE,365,Data Science and Engineering,,72116,,Laboratory,BB3,06:00PM - 06:50PM,W,2022 Electrical & Computer Eng Bldg,
ECE,365,Data Science and Engineering,,72117,,Laboratory,BBS,ARRANGED,,,
ECE,365,Data Science and Engineering,,72112,,Lecture,BD,03:30PM - 04:50PM,TR,2013 Electrical & Computer Eng Bldg,"Bose, S
Do, M
Veeravalli, V"
ECE,365,Data Science and Engineering,,72113,,Lecture,BDS,ARRANGED,,,"Bose, S
Do, M
Veeravalli, V"
ECE,374,Introduction to Algorithms & Models of Computation,,70647,,Discussion/ Recitation,ADA,09:00AM - 09:50AM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,70648,,Discussion/ Recitation,ADB,10:00AM - 10:50AM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,70649,,Discussion/ Recitation,ADC,11:00AM - 11:50AM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,72093,,Discussion/ Recitation,ADD,12:00PM - 12:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,72095,,Discussion/ Recitation,ADE,04:00PM - 04:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,66548,,Discussion/ Recitation,ADF,01:00PM - 01:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,72202,,Discussion/ Recitation,ADG,05:00PM - 05:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,66550,,Discussion/ Recitation,ADH,02:00PM - 02:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,66553,,Discussion/ Recitation,ADK,03:00PM - 03:50PM,WF,1105 Siebel Center for Comp Sci,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,66542,,Lecture,AL1,11:00AM - 12:15PM,TR,1002 Electrical & Computer Eng Bldg,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,72200,,Lecture,ALZ,11:00AM - 12:15PM,TR,1002 Electrical & Computer Eng Bldg,"Erickson, J"
ECE,374,Introduction to Algorithms & Models of Computation,,70642,,Lecture,BL1,09:30AM - 10:45AM,TR,1002 Electrical & Computer Eng Bldg,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,72199,,Lecture,BLZ,09:30AM - 10:45AM,TR,1002 Electrical & Computer Eng Bldg,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66543,,Discussion/ Recitation,BYA,09:00AM - 09:50AM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66544,,Discussion/ Recitation,BYB,10:00AM - 10:50AM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66545,,Discussion/ Recitation,BYC,11:00AM - 11:50AM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66546,,Discussion/ Recitation,BYD,12:00PM - 12:50PM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66547,,Discussion/ Recitation,BYE,01:00PM - 01:50PM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66549,,Discussion/ Recitation,BYF,02:00PM - 02:50PM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,66552,,Discussion/ Recitation,BYG,03:00PM - 03:50PM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,374,Introduction to Algorithms & Models of Computation,,72091,,Discussion/ Recitation,BYH,04:00PM - 04:50PM,WF,1304 Siebel Center for Comp Sci,"Borisov, N"
ECE,380,Biomedical Imaging,,64640,,Lecture,B,09:30AM - 10:50AM,TR,2015 Electrical & Computer Eng Bldg,"Gao, L"
ECE,385,Digital Systems Laboratory,,36843,,Laboratory,AB1,08:00AM - 10:50AM,F,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36856,,Laboratory,AB2,03:00PM - 05:50PM,F,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36821,,Laboratory,AB3,02:00PM - 04:50PM,R,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36823,,Laboratory,AB4,08:00AM - 10:50AM,R,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36826,,Laboratory,AB5,11:00AM - 01:50PM,R,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36835,,Laboratory,AB6,12:00PM - 02:50PM,W,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36829,,Laboratory,AB7,11:00AM - 01:50PM,F,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36838,,Laboratory,AB8,09:00AM - 11:50AM,W,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36773,,Laboratory,ABC,02:00PM - 04:50PM,T,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36803,,Laboratory,ABD,08:00AM - 10:50AM,T,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36805,,Laboratory,ABE,11:00AM - 01:50PM,T,4072 Electrical & Computer Eng Bldg,
ECE,385,Digital Systems Laboratory,,36720,,Lecture,AL1,04:00PM - 04:50PM,MW,1002 Electrical & Computer Eng Bldg,"Cheng, Z"
ECE,391,Computer Systems Engineering,,50239,,Discussion/ Recitation,AD1,02:00PM - 02:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,50240,,Discussion/ Recitation,AD2,11:00AM - 11:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,50241,,Discussion/ Recitation,AD3,01:00PM - 01:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,59766,,Discussion/ Recitation,AD4,03:00PM - 03:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,61939,,Discussion/ Recitation,AD5,10:00AM - 10:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,47766,,Discussion/ Recitation,AD6,04:00PM - 04:50PM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,66995,,Discussion/ Recitation,AD7,09:00AM - 09:50AM,W,3026 Electrical & Computer Eng Bldg,
ECE,391,Computer Systems Engineering,,70441,,Discussion/ Recitation,ADC,ARRANGED,,,
ECE,391,Computer Systems Engineering,,47765,,Lecture,AL,02:00PM - 03:20PM,TR,1002 Electrical & Computer Eng Bldg,"Bailey, M
Lumetta, S"
ECE,391,Computer Systems Engineering,,70440,,Lecture,ALC,02:00PM - 03:20PM,TR,,
ECE,391,Computer Systems Engineering,,72312,,Lecture,ALZ,02:00PM - 03:20PM,TR,1002 Electrical & Computer Eng Bldg,"Bailey, M
Lumetta, S"
ECE,395,Advanced Digital Projects Lab,,29852,,Laboratory,A,ARRANGED,,,"Haken, L"
ECE,396,Honors Project,,10013,,Independent Study,,ARRANGED,,,
ECE,397,Individual Study in ECE,,10010,,Independent Study,,ARRANGED,,,
ECE,402,Electronic Music Synthesis,,66381,,Laboratory,AB,ARRANGED,,3014 Electrical & Computer Eng Bldg,"Haken, L"
ECE,402,Electronic Music Synthesis,,29932,,Discussion/ Recitation,AD,08:00AM - 09:20AM,TR,3081 Electrical & Computer Eng Bldg,"Haken, L"
ECE,408,Applied Parallel Programming,,58791,,Laboratory,AB,ARRANGED,,,"Hwu, W"
ECE,408,Applied Parallel Programming,,72392,,Laboratory,ABC,ARRANGED,,,"Hwu, W"
ECE,408,Applied Parallel Programming,,67069,,Lecture,AL2,09:30AM - 10:50AM,TR,2079 Natural History Building,"Hwu, W"
ECE,408,Applied Parallel Programming,,72391,,Lecture,ALC,ARRANGED,,,"Hwu, W"
ECE,411,Computer Organization & Design,,29937,,Laboratory,AB1,ARRANGED,,,"Kumar, R"
ECE,411,Computer Organization & Design,,72393,,Laboratory,ABC,ARRANGED,,,"Kumar, R"
ECE,411,Computer Organization & Design,,29942,,Discussion/ Recitation,AD1,02:00PM - 03:20PM,TR,1015 Electrical & Computer Eng Bldg,"Kumar, R"
ECE,411,Computer Organization & Design,,72394,,Discussion/ Recitation,ADC,ARRANGED,,,"Kumar, R"
ECE,414,Biomedical Instrumentation,,63208,,Lecture,B,11:00AM - 11:50AM,MWF,1302 Everitt Laboratory,
ECE,415,Biomedical Instrumentation Lab,,63211,,Laboratory,AB3,01:00PM - 03:50PM,M,0201 Everitt Laboratory,
ECE,415,Biomedical Instrumentation Lab,,63210,,Laboratory,AB4,01:00PM - 03:50PM,W,0201 Everitt Laboratory,
ECE,415,Biomedical Instrumentation Lab,,63209,,Lecture,AL1,12:00PM - 12:50PM,M,2310 Everitt Laboratory,
ECE,417,Multimedia Signal Processing,,68112,4,Lecture,A,09:30AM - 10:50AM,TR,1015 Electrical & Computer Eng Bldg,"Hasegawa-Johnson, M"
ECE,420,Embedded DSP Laboratory,,31821,,Laboratory,AB1,02:30PM - 04:20PM,T,5072 Electrical & Computer Eng Bldg,"Brokish, J"
ECE,420,Embedded DSP Laboratory,,31826,,Laboratory,AB2,02:00PM - 03:50PM,W,5072 Electrical & Computer Eng Bldg,"Brokish, J"
ECE,420,Embedded DSP Laboratory,,31829,,Laboratory,AB3,09:00AM - 10:50AM,W,5072 Electrical & Computer Eng Bldg,"Brokish, J"
ECE,420,Embedded DSP Laboratory,,31833,,Laboratory,AB4,03:00PM - 04:50PM,F,5072 Electrical & Computer Eng Bldg,"Brokish, J"
ECE,420,Embedded DSP Laboratory,,31840,,Lecture,AL1,02:00PM - 02:50PM,M,2013 Electrical & Computer Eng Bldg,"Brokish, J"
ECE,422,Computer Security I,,69017,,Discussion/ Recitation,ADA,11:00AM - 11:50AM,W,1214 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,69018,,Discussion/ Recitation,ADB,12:00PM - 12:50PM,W,1214 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,69019,,Discussion/ Recitation,ADC,01:00PM - 01:50PM,W,1214 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,69022,,Discussion/ Recitation,ADG,04:00PM - 04:50PM,W,1302 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,66982,,Discussion/ Recitation,ADH,02:00PM - 02:50PM,W,1103 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,66983,,Discussion/ Recitation,ADJ,04:00PM - 04:50PM,W,1103 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,49549,,Lecture,AL4,10:00AM - 10:50AM,MWF,1404 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,72176,,Lecture,ALG,10:00AM - 10:50AM,MWF,1404 Siebel Center for Comp Sci,"Bates, A"
ECE,422,Computer Security I,,70843,,Discussion/ Recitation,CPS,ARRANGED,,,"Bailey, M"
ECE,425,Intro to VLSI System Design,,48121,,Laboratory,AB1,ARRANGED,,,"Kindratenko, V"
ECE,425,Intro to VLSI System Design,,36897,,Lecture,AL1,03:30PM - 04:50PM,TR,3081 Electrical & Computer Eng Bldg,"Kindratenko, V"
ECE,428,Distributed Systems,,67400,4,Online,DSO,ARRANGED,,,"Gupta, I"
ECE,428,Distributed Systems,,72462,4,Online,DSP,ARRANGED,,,"Gupta, I"
ECE,428,Distributed Systems,,36102,3,Lecture-Discussion,P3,02:00PM - 03:15PM,TR,1320 Digital Computer Laboratory,"Gupta, I"
ECE,428,Distributed Systems,,57771,4,Lecture-Discussion,P4,02:00PM - 03:15PM,TR,1320 Digital Computer Laboratory,"Gupta, I"
ECE,428,Distributed Systems,,72170,4,Lecture-Discussion,PU4,02:00PM - 03:15PM,TR,1320 Digital Computer Laboratory,"Gupta, I"
ECE,428,Distributed Systems,,69762,3,Lecture-Discussion,Q3,ARRANGED,,,"Gupta, I"
ECE,428,Distributed Systems,,69764,4,Lecture-Discussion,Q4,ARRANGED,,,"Gupta, I"
ECE,428,Distributed Systems,,72175,4,Lecture-Discussion,QU4,ARRANGED,,,"Gupta, I"
ECE,437,Sensors and Instrumentation,,49833,,Laboratory,AB1,09:00AM - 11:50AM,T,4022 Electrical & Computer Eng Bldg,
ECE,437,Sensors and Instrumentation,,49832,,Laboratory,AB2,09:00AM - 11:50AM,W,4022 Electrical & Computer Eng Bldg,
ECE,437,Sensors and Instrumentation,,49831,,Lecture,AL,02:00PM - 03:20PM,M,3013 Electrical & Computer Eng Bldg,"Gruev, V"
ECE,438,Communication Networks,,36066,3,Lecture-Discussion,X3,03:00PM - 04:20PM,MW,1015 Electrical & Computer Eng Bldg,"Al-Hassanieh, H"
ECE,438,Communication Networks,,57774,4,Lecture-Discussion,X4,03:00PM - 04:20PM,MW,1015 Electrical & Computer Eng Bldg,"Al-Hassanieh, H"
ECE,444,IC Device Theory & Fabrication,,36808,,Laboratory,AB1,02:00PM - 04:50PM,F,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36809,,Laboratory,AB2,08:00AM - 10:50AM,T,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36819,,Laboratory,AB3,12:00PM - 02:50PM,T,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36817,,Laboratory,AB4,02:00PM - 04:50PM,W,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36816,,Laboratory,AB5,09:00AM - 11:50AM,R,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36814,,Laboratory,AB6,02:00PM - 04:50PM,M,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,41682,,Laboratory,AB7,02:00PM - 04:50PM,R,ARR Micro & Nanotechnology Lab,
ECE,444,IC Device Theory & Fabrication,,36813,,Discussion/ Recitation,AD1,09:00AM - 09:50AM,MWF,2013 Electrical & Computer Eng Bldg,"Li, X"
